Código de reporte / ticket,Fecha de reporte,Módulo,Plataforma,Version,Sistema operativo,Dispositivo utilizado,Versión de navegador / app,Tipo de incidencia,Prioridad,Título,Descripción,Pasos para reproducir,Sugerencia,Evidencia,Reporter,Estatus de resolución - Desarrollador,Desarrollador que coloca el estatus,Fecha de resolucion,Version de la solucion,Estatus de resolución - Tester,Tester que coloca el estatus,Fecha de revision
EDEN-327,29/12/2022,Key,Mobile,1.0.5,Android 11,,N/A,Error,Media,"Error en el nombre de la persona quien envia la llave , ya que se sale del cuadro establecido",El nombre de la persona sale del cuadro de la llave que se envio,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de key",,EVIDENCIA 327,Victor Moreno,Corregido,Omar E,29/12/22,1.0.7,SOLUCIONADO,Victor Moreno,
EDEN-328,3/1/2023,Eden,Mobile,1.0.7,Android 11,,N/A,Error,ALTA,Error al momento de editar el nombre de un eden  creado,"El error ocurre cuando se desea editar el nombre de un eden y dicho campo soporta cualquier cantidad de caracteres especiales, el cual no debe ya que debe tener el mismo patro y los helper y las condiciones de cuando se esta creando.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Ede.
4.Ver un eden creado y editar el nombre del mismo
",:,EVIDENCIA 328,Victor Moreno,Corregido,Omar E,03/01/23,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-329,3/1/2023,Eden,Mobile,1.0.7,Android 11,,N/A,Error,Media,Error en la distribucion de los elementos dentro del modal y el scroll,Se debe ajustar los espacio a la derecha e izquierda al igual que el scroll,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Ede.","Nota:Carlos esta altanto de esto y ya sabe lo que va hacer con este problema, pero de igual manera se deja como incidencia",EVIDENCIA 329,Victor Moreno,Corregido,Carlos S,03/01/23,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-330,3/1/2023,Eden,Mobile,1.0.7,Android 11,,N/A,Error,BAJA,Error en los botones de + y - de agregar insignias,No son los botones que estan en el figma,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Ede.",,EVIDENCIA 330,Victor Moreno,Corregido,Carlos S,03/01/23,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-331,3/1/2023,Arcas,Mobile,1.0.7,Android 11,,N/A,Error,ALTA,Error al enviar las invitaciones por correo electronico,El error ocurre cuando la invitacion de un arca no llega cuando se le realiza a un usuario fuera de la app,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Ede.",,EVIDENCIA 331,Victor Moreno,Corregido,Joel G,,,SOLUCIONADO,Victor Moreno,
EDEN-332,3/1/2023,Eden,Mobile,1.0.7,Android 11,,N/A,Error,ALTA,Error al momento de que se comparte un eden y se abre desde el telefono en la web,"Al momento de abrir el eden que se le fue compartido y te manda la web , el boton de insignias de regalo, tapa parte de la informacion.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de Ede.",,EVIDENCIA 332,Victor Moreno,Esta incidencia corresponde al landing en su modo responsive,Omar E,03/01/23,,NO SOLUCIONADO,Victor Moreno,
EDEN-333,3/1/2023,Arcas,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Error en modulos varios en donde no se muestra el boton de continuar o guardar,"Al momento de ingresar en varios modulos para llenado de informacion el boton para continuar no se visualiza, se queda escondido detras del teclado, y no se puede hacer scroll. Y es bloqueante pues no se puede avanzar.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de arcas y crear una nueva arca guiada, y llenar informacion.",,EVIDENCIA 333,Jezhiel Torres,Corregido,Cesar GG,05/01/23,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-334,4/1/2023,Arcas,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Error en los botones que posee el arca para ver las diferentes opciones,"El error ocurre cuando al momento de darle click a los 3 botones del arca , los mismo no hacen nada.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de arcas ",,EVIDENCIA 334,Victor Moreno,Corregido,Carlos S,,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-335,4/1/2023,Arcas,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,"Error en el boton de crear arca , el cual funcionada",El error ocurre cuando se desea crear un arca y el boton de creacion no funciona,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de arcas ",,EVIDENCIA 335,Victor Moreno,Corregido,Carlos S,,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-336,4/1/2023,Profile,Mobile,1.0.7,IOS 16.2,,N/A,Error,Media,Error al momento de incluir usuuarios a nuestra circulo,El error ocurre cuando se realiza la invitacion a un usuario al circulo y el estatus de pendiente choca con el correo de la persona ,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de agrear usuarios a mi perfil.",,EVIDENCIA 336,Victor Moreno,Corregido,Cesar GG,Cesar GG,1.0.8,NO SOLUCIONADO,Victor Moreno,
EDEN-337,4/1/2023,Eden,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Falta boton para ir para atras en el flujo de buscar eden,Al momento que el usuario entra a buscar un eden y desea regresar no tiene un boton en la app el cual lo ayude a realizar dicha funcion,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de buscar un eden.","Nota: Esto se notifica, pero debe salir por parte de diseño para que lo pueden aplicar , esto se esta considerando para segunda version , si lo puede incluir genial , si no esperen a diseño.",EVIDENCIA 337,Victor Moreno,Corregido,Cesar GG,Cesar GG,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-338,4/1/2023,Eden,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Error al momento de colocar un comentario en un eden,"Al momento que el ususario desea colocar un comentario en un ede , el teclado nunca sde quita por lo cual nunca puede guardar la informacion.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de buscar un eden.",,EVIDENCIA 338,Victor Moreno,Corregido,Cesar GG,Cesar GG,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-339,4/1/2023,Arcas,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Error al momento de compartir un arca,"Al momento que el ususario desea compartir un arca , el teclado nunca sde quita por lo cual nunca puede guardar la informacion.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de arca y compartir una.",,EVIDENCIA 339,Victor Moreno,Corregido,Cesar GG,Cesar GG,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-340,4/1/2023,Arcas,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Error en el boton de recuperar cuenta ,El boton de recuperar cuenta esta demasiado abajo.,"1.Tener la app descargada
3.Ubicar la restablecer contraseña",,EVIDENCIA 340,Victor Moreno,Corregido,Cesar GG,Cesar GG,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-341,4/1/2023,Profile,Mobile,1.0.7,IOS 16.2,,N/A,Error,Media,Error en las dimensiones del cuadro de texto al momento de editarf una frase en el perfil,"El cuadro de texto debe ser gran automaticamente, como esta en el figma","1.Tener la app descargada
3.Ubicar la restablecer contraseña   3.Ubicar profile y editar la frase",,EVIDENCIA 341,Victor Moreno,Corregido,Cesar GG,Cesar GG,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-342,4/1/2023,Notificaciones,Mobile,1.0.7,Android 11,,N/A,Error,ALTA,Error al momento de ver las invitaciones pendientes por confirmar,El error ocurre cuando se valida las personas que te han enviado invitaciones  y toda la informacion sale cortada,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion notificaciones",,EVIDENCIA 342,Victor Moreno,Corregido,Omar E,06/01/23,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-343,4/1/2023,Eden,Mobile,1.0.7,Android 11,,N/A,Error,ALTA,Error en el modal donde se entregan la insignias,"El modal que se encuentra en el figma al momento de otorgar una insignia no es el mismo que esta en la app, el mismo es un modal completo que ocupa parte de la pantalla para que todo se vea de forma correcto , el que esta en el app es mucho mas pequeño y tiene scroll.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de entregar una insignias.",,EVIDENCIA 343,Victor Moreno,Corregido,Carlos S,,,SOLUCIONADO,Victor Moreno,
EDEN-344,4/1/2023,Eden,Mobile,1.0.7,Android 11,,N/A,Error,ALTA,Error en el modal donde se entregan la insignias,El error se encuentra cuando se corta los botones y una parte de las insignias ,"1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.Ubicar la opcion de entregar una insignias.",,EVIDENCIA 344,Victor Moreno,Corregido,Carlos S,,,SOLUCIONADO,Victor Moreno,
EDEN-345,4/1/2023,Profile,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,Error al modificar el correo y luego no te deja entrar con la contraseña que ya tenias,"El error ocurre cuando se modifica el correo electronico en profile , el sistema te saca para volver a entrar y al momento devolver a entrar con el correo nuevo y la misma contraseña que ya tenias , no te lo permite , vas a restablecer contraseña y puedes cambiar la clave , luego vuelves a tratar de ingresar y tampoco te lo permite.","1.Tener la app descargada
2.Ingresar con usuario y contraseña
3.cambiar correo y volver a entrar","Nota: El usuario lo cree bahjo estas credenciales qa3@mailinator.com y el numero de telefono  para el código de verificación
+17815610209  y el correo nuevo fue qa31@mailinator.com, la evidencia no tiene  mayor informacion ya que no pude tomar video, si necesitan ayuda para replicar el error me avisas",EVIDENCIA 345,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-346,4/1/2023,Creacion de cuenta,Mobile,1.0.7,IOS 16.2,,N/A,Error,ALTA,"Error en el helper del modulo de nombre y apellido, del flujo de creacion de cuenta","Al momento que el usuario coloca sin querer un espacio en blanco al final del nombre el helper indica, que tiene un error por caracter especial , lo cual esta mal debe indicar que tiene un espacio en blanco para que pueda saber donde esta el error y el mensaje se esta montrando en ingles","1.Tener la app descargada
2.Crear cuenta
",,EVIDENCIA 346,Victor Moreno,Corregido,Omar E,05/01/23,1.0.8,SOLUCIONADO,Victor Moreno,
EDEN-347,10/01/2023,recuperacion de cuenta,Mobile,1.0.8,Android 11,,N/A,Error,ALTA,Error al momento de recuperar contraseña via numero de telefono,"Al momento de que el usuario desea realizar el cambio de la contraseña via numero de telefono , el mismo al momento de darle continuar no hace nada.","1.Tener la app descargada
2.Ingresar a Restablecer la cuenta con numero de telefono",,EVIDENCIA 347,Victor Moreno,Corregido,Omar E,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-348,10/01/2023,Inicio de sesion,Mobile,1.0.8,Android 11,,N/A,Error,ALTA,Error al iniciar sesion con google,"El error ocurre cuando el usuario desea ingresar con google y el mismo no lo permite , muestra como si las cuenta no estan registrada o tampoco carga y se queda en negro","1.Tener la app descargada
2.Ingresar con google",,EVIDENCIA 348,Victor Moreno,"Corregido - Login con Google esta funcional en todos los ambientes, verifica que se tenga una cuenta creada con ese correo en el ambiente que se esta probando",Omar E,12/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-349,10/01/2023,recuperacion de cuenta,Mobile,1.0.8,Android 11,,N/A,Error,ALTA,Error al momento de recuperar contraseña por correo electronico,"Al momento de que el usuario desea realizar el cambio de la contraseña via correo electronico , el mismo al momento de darle continuar no hace nada.","1.Tener la app descargada
2.Ingresar a Restablecer la cuenta con correo electronico",,EVIDENCIA 349,Victor Moreno,Corregido,Omar E,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-350,10/01/2023,Arcas,Mobile,1.0.8,Android 11 / IOS 16.2,,N/A,Error,ALTA,Error al momento de eliminar un arca ya creada,"Al momento que el usuario elimina un arca ya creada , la app en ese apartado deja de funcionar y no elimina el arca.","1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Eliminar un arca seleccionada
",,EVIDENCIA 350,Victor Moreno,Corregido,Carlos S,11/01/23,1.0.9,NO SOLUCIONADO EN IOS,Victor Moreno,
EDEN-351,10/01/2023,Eden,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,Error al momento de eliminar un comentario o publicacion en el perfil de un eden,El error ocurre cuando se intenta eleminar un comentario echo en un perfil de un eden y al momento de eliminar dicha publicacion la no la borra y deja de funcioncar al igual como pasa en arcas.,"1.Ingresar a la app
2.Ubicar la opcion de arcas
3.Eliminar un eden seleccionada
",,EVIDENCIA 351,Victor Moreno,Corregido,Carlos S,11/01/23,1.0.9,NO SOLUCIONADO EN IOS,Victor Moreno,
EDEN-352,10/01/2023,Eden,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,Error al momento de querer deslizar  las fotos que se cragan al momento de generar una publicacion en un eden ,"El error se encuentra cuando se cargan las imagenes que se quiere dejar en la publicacion y no se puede deslizar para ver las images en total , este error esta al momento de crear la publicacion ya que cuando se desea modificar si permite hacerlo.","1.Ingresar a la app
2.Ubicar la opcion de eden
3.Dejar imagenes en la publicacion y tratar de deslizar en la creacion del mismo.",,EVIDENCIA 352,Victor Moreno,Corregido,Omar E,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-353,10/01/2023,Eden,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,Problema con el scroll al momento de editar una publicacion,"El error ocurre cuando se va a editar una publicacion y no permite quitar el teclado para continuar , esto no pasa cuando se esta creando la publicacion ya que cuando se esta creando funciona dandole click a la pantalla pero al momento de editar no.","1.Ingresar a la app
2.Ubicar la opcion de eden
3.Editar comentario.",,EVIDENCIA 353,Victor Moreno,Corregido,Carlos S,,,SOLUCIONADO,Victor Moreno,
EDEN-354,10/01/2023,Inicio de sesion,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,El error ocurre cuando al colocar un dato mal y al darle continuar se queda cargando ,Al momento de colocar cualquier dato de forma equivocada en la contraseña el mismo se queda cargando y no hace nada.,"1.Ingresar a la app
2.Colocar usuario y contraseña.",,EVIDENCIA 354,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-355,10/01/2023,Arcas,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,El error ocurre al momento de abrir un arca y darle a la campana de notificaciones y ver las invitaciones a un circulo,"El error ocurre cuando el usuario abre un arca y le da al boton de notificaciones,, la app te saca automaticamente, esto tambien pasa en Android","1.Ingresar a la app
2.Ubicar la opcion de arca
3.Abrir un arca y darle click al boton de notificaciones.",,EVIDENCIA 355,Victor Moreno,Corregido,Omar E,11/01/23,1.0.9,NO SOLUCIONADO: SE COLOCO DE NUEVO LA INCIDENCIA.,Victor Moreno,
EDEN-356,10/01/2023,Eden,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,El error ocurre cuando el modal de Dar insignias omite parte de la informacion que tiene en la parte de atras,El error ocurre cuando el modal de dar insignia tapa informacion que se encuentra en la parte de atras,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Otogar una insignia a un eden no invitado.",,EVIDENCIA 356,Victor Moreno,"Corregido - El boton de ""Dar insignia"" es un boton que de una u otra manera tapa el contenido, sea en un eden privado o un eden con publicaciones. Ese boton se oculta por una transicion al hacer scroll hacia abajo y aparece con un scroll hacia arria",Omar E,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-357,10/01/2023,Eden,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,"Error en el modal de dar insignia, no tiene el tamaño correspondinete del figma",El error ocurre cuando el modal donde se seleccionan la cantidad de insignias no tiene el tamaña o no es igual que el que esta en figma. ,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Otogar una insignia a un eden no invitado.",,EVIDENCIA 357,Victor Moreno,Corregido,Omar E,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-358,10/01/2023,key,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,Error al momento de borrar una acta de defuncion ya cargada,El error ocurre al momento que el usuario cargar una acta de defuncion y al momento de borrarla se queda en blanco la pantalla y todos los elementos de ella desaparecen.,"1.Ingresar a la app
2.Ubicar la opcion de llaves
3.Cargar un acta y borrarla.",,EVIDENCIA 358,Victor Moreno,Corregido,Carlos S,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
EDEN-359,10/01/2023,Notificaciones,Mobile,1.0.8,IOS 16.2,,N/A,Error,ALTA,Error en las notificaciones ya que no esta llegan las notificaciones cuando te envia una llave y las notificaciones fuera de la app,"El error ocurre cuando el usuario ubica la campana de notificaciones y no se ven las llaves que se le han enviado al usuario, al igual las notificaciones fuera de la app que debrian llegar.","1.Ingresar a la app
2.Ubicar campana de notificaciones
3.Ver que no llegan notificaciones.",,EVIDENCIA 359,Victor Moreno,Corregido,Hector Z,,,SOLUCIONADO,Victor Moreno,
EDEN-360,11/1/2023,Eden,Mobile,1.0.8,Android 11,,N/A,Error,ALTA,Error en el color de los botones de regresar y continuar en modo oscuro,Al momento que el usuario tiene su telefono en modo oscuro y va a otorgar una insignia y desea darle al boton de regresar el mismo parace que no tuviera funcionalidad pero es que en modo oscuro los dos se ven igual asi que no puede distinguir cuando esta sin accion.,"1.Ingresar a la app
2.Ubicar la opcion de eden
3.Otogar una insignia a un eden no invitado.",,EVIDENCIA 360,Victor Moreno,"Corregido - A pesar que la app no esta diseñada en modo dark, el comportamiento normal con telefonos en modo dark es mantener los colores propios de la app",Omar E,11/01/23,1.0.9,SOLUCIONADO,Victor Moreno,
